FID;fid_;E;N;ADA_ID;VELOCITY;X;Y;SATELLITE;GEOMETRY;TRACK;FRAME;INIT_DATE;FINAL_DATE;PIXEL_SIZE;SOFTWARE;PAPERS;COHERENCE;Lon_ETRS89;Lat_ETRS89;MEAN_VLOS;Lon_WGS84;Lat_WGS84;PS_ID;DESC_UNIT;GeoUnif;Masas_subt;aguas_supf;emb_aux;red_trans;Moves;SubsEsp;QAFI_trace;QAFI_vecto;CODE_18;pendientes;Subsidence;Proceso
0;3;608055,779631000012159;4159781,933619999792427;30;-0,698700000000000;-1,776250000000000;37,578749999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608055,779631000012159;4159781,933619999792427;-0,698700000000000;-1,776000000000000;37,578749999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.776_37.57875;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,376370000000000;4;Sub_Agua
1;4;608136,302137000020593;4159228,135559999849647;30;-0,705100000000000;-1,775420000000000;37,573749999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608136,302137000020593;4159228,135559999849647;-0,705100000000000;-1,775000000000000;37,573749999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.775_37.57375;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,191720000000000;3;Sub_Agua
2;7;608278,954312999965623;4159599,524809999857098;30;-1,128300000000000;-1,773750000000000;37,577080000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608278,954312999965623;4159599,524809999857098;-1,128300000000000;-1,774000000000000;37,577080000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.774_37.57708;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,520330000000000;4;Sub_Agua
3;8;608281,358456999994814;4159415,346729999873787;30;-1,070200000000000;-1,773750000000000;37,575420000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608281,358456999994814;4159415,346729999873787;-1,070200000000000;-1,774000000000000;37,575420000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.774_37.57542;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,384880000000000;4;Sub_Agua
4;9;608283,776992000057362;4159230,059179999865592;30;-0,972600000000000;-1,773750000000000;37,573749999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608283,776992000057362;4159230,059179999865592;-0,972600000000000;-1,774000000000000;37,573749999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.774_37.57375;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,188760000000000;3;Sub_Agua
5;10;608287,397380999987945;4158952,682719999924302;30;-0,976100000000000;-1,773750000000000;37,571249999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608287,397380999987945;4158952,682719999924302;-0,976100000000000;-1,774000000000000;37,571249999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.774_37.57125;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,576150000000000;3;Sub_Agua
6;11;608288,599304000032134;4158860,593750000000000;30;-0,801600000000000;-1,773750000000000;37,570419999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608288,599304000032134;4158860,593750000000000;-0,801600000000000;-1,774000000000000;37,570419999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.774_37.57042;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,316280000000000;3;Sub_Agua
7;12;608345,000088999979198;4160155,235489999875426;30;-1,096900000000000;-1,772920000000000;37,582079999999998;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608345,000088999979198;4160155,235489999875426;-1,096900000000000;-1,773000000000000;37,582079999999998;S1_DESC_SPA_MURC_20150227_20210607_-1.773_37.58208;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;222;1,128480000000000;4;Sub_Agua
8;13;608355,870057999971323;4159323,105229999870062;30;-1,061700000000000;-1,772920000000000;37,574579999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608355,870057999971323;4159323,105229999870062;-1,061700000000000;-1,773000000000000;37,574579999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.773_37.57458;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,022890000000000;3;Sub_Agua
9;14;608431,251871000044048;4159231,985429999884218;30;-1,444200000000000;-1,772080000000000;37,573749999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608431,251871000044048;4159231,985429999884218;-1,444200000000000;-1,772000000000000;37,573749999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.772_37.57375;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,077360000000000;3;Sub_Agua
10;15;608436,080752999987453;4158862,519940000027418;30;-0,824000000000000;-1,772080000000000;37,570419999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608436,080752999987453;4158862,519940000027418;-0,824000000000000;-1,772000000000000;37,570419999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.772_37.57042;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,538060000000000;3;Sub_Agua
11;16;608490,034614000003785;4160342,451020000036806;30;-1,248400000000000;-1,771250000000000;37,583750000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608490,034614000003785;4160342,451020000036806;-1,248400000000000;-1,771000000000000;37,583750000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.771_37.58375;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,953880000000000;4;Sub_Agua
12;17;608503,343311000033282;4159325,032800000160933;30;-1,199000000000000;-1,771250000000000;37,574579999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608503,343311000033282;4159325,032800000160933;-1,199000000000000;-1,771000000000000;37,574579999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.771_37.57458;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,310850000000000;3;Sub_Agua
13;18;608571,788014000048861;4159696,567090000025928;30;-1,263300000000000;-1,770420000000000;37,577919999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608571,788014000048861;4159696,567090000025928;-1,263300000000000;-1,770000000000000;37,577919999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.77_37.57792;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,818910000000000;4;Sub_Agua
14;19;608582,679102999973111;4158864,437189999967813;30;-1,058100000000000;-1,770420000000000;37,570419999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608582,679102999973111;4158864,437189999967813;-1,058100000000000;-1,770000000000000;37,570419999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.77_37.57042;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,130000000000000;3;Sub_Agua
15;20;608583,898788999998942;4158771,238710000179708;30;-0,629300000000000;-1,770420000000000;37,569580000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608583,898788999998942;4158771,238710000179708;-0,629300000000000;-1,770000000000000;37,569580000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.77_37.56958;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,484690000000000;3;Sub_Agua
16;21;608788,908389999996871;4159976,836529999971390;30;-1,340100000000000;-1,767920000000000;37,580419999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608788,908389999996871;4159976,836529999971390;-1,340100000000000;-1,768000000000000;37,580419999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.768_37.58042;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,182470000000000;4;Sub_Agua
17;22;608865,512763999984600;4159792,521949999965727;30;-1,568200000000000;-1,767080000000000;37,578749999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608865,512763999984600;4159792,521949999965727;-1,568200000000000;-1,767000000000000;37,578749999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.767_37.57875;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;2,939030000000000;4;Sub_Agua
18;23;608866,721433999948204;4159700,432810000143945;30;-1,671400000000000;-1,767080000000000;37,577919999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608866,721433999948204;4159700,432810000143945;-1,671400000000000;-1,767000000000000;37,577919999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.767_37.57792;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;222;1,488880000000000;4;Sub_Agua
19;24;608926,663965999963693;4160717,704849999863654;30;-1,053100000000000;-1,766250000000000;37,587080000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608926,663965999963693;4160717,704849999863654;-1,053100000000000;-1,766000000000000;37,587080000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.766_37.58708;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,417250000000000;4;Sub_Agua
20;25;608938,803802000009455;4159793,484219999983907;30;-1,847600000000000;-1,766250000000000;37,578749999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608938,803802000009455;4159793,484219999983907;-1,847600000000000;-1,766000000000000;37,578749999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.766_37.57875;Masas de agua;Agua;1; ; ;0; ; ;1;1;212;1,398210000000000;4;Sub_Agua
21;26;608949,732050999999046;4158961,353879999835044;30;-0,878400000000000;-1,766250000000000;37,571249999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;608949,732050999999046;4158961,353879999835044;-0,878400000000000;-1,766000000000000;37,571249999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.766_37.57125;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,682820000000000;3;Sub_Agua
22;27;609001,157370000029914;4160626,578569999895990;30;-1,238000000000000;-1,765420000000000;37,586250000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609001,157370000029914;4160626,578569999895990;-1,238000000000000;-1,765000000000000;37,586250000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.765_37.58625;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,357570000000000;4;Sub_Agua
23;28;609018,175274000037462;4159331,782519999891520;30;-1,468200000000000;-1,765420000000000;37,574579999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609018,175274000037462;4159331,782519999891520;-1,468200000000000;-1,765000000000000;37,574579999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.765_37.57458;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,379450000000000;3;Sub_Agua
24;29;609072,886675999965519;4160812,841909999959171;30;-1,048800000000000;-1,764580000000000;37,587919999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609072,886675999965519;4160812,841909999959171;-1,048800000000000;-1,765000000000000;37,587919999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.765_37.58792;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,007420000000000;4;Sub_Agua
25;30;609087,480044999974780;4159703,333180000074208;30;-1,675200000000000;-1,764580000000000;37,577919999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609087,480044999974780;4159703,333180000074208;-1,675200000000000;-1,765000000000000;37,577919999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.765_37.57792;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;222;1,091740000000000;4;Sub_Agua
26;31;609169,298628999968059;4159056,345079999882728;30;-1,355500000000000;-1,763750000000000;37,572080000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609169,298628999968059;4159056,345079999882728;-1,355500000000000;-1,764000000000000;37,572080000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.764_37.57208;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,146840000000000;3;Sub_Agua
27;32;609172,948414999991655;4158778,968419999815524;30;-0,600700000000000;-1,763750000000000;37,569580000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609172,948414999991655;4158778,968419999815524;-0,600700000000000;-1,764000000000000;37,569580000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.764_37.56958;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,000940000000000;3;Sub_Agua
28;33;609241,369033999973908;4159150,508489999920130;30;-1,043800000000000;-1,762920000000000;37,572920000000003;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609241,369033999973908;4159150,508489999920130;-1,043800000000000;-1,763000000000000;37,572920000000003;S1_DESC_SPA_MURC_20150227_20210607_-1.763_37.57292;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,090770000000000;3;Sub_Agua
29;34;609245,021341999992728;4158873,131769999861717;30;-1,274300000000000;-1,762920000000000;37,570419999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609245,021341999992728;4158873,131769999861717;-1,274300000000000;-1,763000000000000;37,570419999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.763_37.57042;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,058510000000000;3;Sub_Agua
30;35;609314,335477999993600;4159243,574709999840707;30;-1,499300000000000;-1,762080000000000;37,573749999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609314,335477999993600;4159243,574709999840707;-1,499300000000000;-1,762000000000000;37,573749999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.762_37.57375;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;222;1,430730000000000;3;Sub_Agua
31;36;609317,990335999988019;4158966,197920000180602;30;-1,270700000000000;-1,762080000000000;37,571249999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609317,990335999988019;4158966,197920000180602;-1,270700000000000;-1,762000000000000;37,571249999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.762_37.57125;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,596480000000000;3;Sub_Agua
32;37;609321,644985000020824;4158688,821250000037253;30;-0,903700000000000;-1,762080000000000;37,568750000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609321,644985000020824;4158688,821250000037253;-0,903700000000000;-1,762000000000000;37,568750000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.762_37.56875;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,982160000000000;3;Sub_Agua
33;38;609363,239172999979928;4161094,092250000219792;30;-0,862200000000000;-1,761250000000000;37,590420000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609363,239172999979928;4161094,092250000219792;-0,862200000000000;-1,761000000000000;37,590420000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.761_37.59042;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,446560000000000;4;Sub_Agua
34;39;609386,417183000012301;4159336,629970000125468;30;-1,435400000000000;-1,761250000000000;37,574579999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609386,417183000012301;4159336,629970000125468;-1,435400000000000;-1,761000000000000;37,574579999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.761_37.57458;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;222;1,572430000000000;3;Sub_Agua
35;40;609390,074561999994330;4159059,253130000084639;30;-1,175900000000000;-1,761250000000000;37,572080000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609390,074561999994330;4159059,253130000084639;-1,175900000000000;-1,761000000000000;37,572080000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.761_37.57208;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;222;1,077840000000000;3;Sub_Agua
36;41;609500,920382000040263;4161834,972899999935180;30;-0,796100000000000;-1,759580000000000;37,597079999999998;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609500,920382000040263;4161834,972899999935180;-0,796100000000000;-1,760000000000000;37,597079999999998;S1_DESC_SPA_MURC_20150227_20210607_-1.76_37.59708;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,336500000000000;4;Sub_Agua
37;42;609541,215017999988049;4158783,822199999820441;30;-0,857800000000000;-1,759580000000000;37,569580000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609541,215017999988049;4158783,822199999820441;-0,857800000000000;-1,760000000000000;37,569580000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.76_37.56958;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;222;1,356850000000000;3;Sub_Agua
38;43;609656,022626999998465;4161190,064950000029057;30;-1,808200000000000;-1,757920000000000;37,591250000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609656,022626999998465;4161190,064950000029057;-1,808200000000000;-1,758000000000000;37,591250000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.758_37.59125;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,269600000000000;4;Sub_Agua
39;44;609664,577504000044428;4160543,220370000228286;30;-1,766400000000000;-1,757920000000000;37,585419999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609664,577504000044428;4160543,220370000228286;-1,766400000000000;-1,758000000000000;37,585419999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.758_37.58542;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,219850000000000;4;Sub_Agua
40;45;609671,913541999994777;4159988,465650000143796;30;-1,850400000000000;-1,757920000000000;37,580419999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609671,913541999994777;4159988,465650000143796;-1,850400000000000;-1,758000000000000;37,580419999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.758_37.58042;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;222;1,202060000000000;4;Sub_Agua
41;46;609725,294125000014901;4161560,513449999969453;30;-1,157100000000000;-1,757080000000000;37,594580000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609725,294125000014901;4161560,513449999969453;-1,157100000000000;-1,757000000000000;37,594580000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.757_37.59458;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,797550000000000;4;Sub_Agua
42;47;609732,636660999967717;4161005,757859999779612;30;-1,741400000000000;-1,757080000000000;37,589579999999998;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609732,636660999967717;4161005,757859999779612;-1,741400000000000;-1,757000000000000;37,589579999999998;S1_DESC_SPA_MURC_20150227_20210607_-1.757_37.58958;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,161960000000000;4;Sub_Agua
43;48;609739,978359999950044;4160451,002720000222325;30;-1,761800000000000;-1,757080000000000;37,584580000000003;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609739,978359999950044;4160451,002720000222325;-1,761800000000000;-1,757000000000000;37,584580000000003;S1_DESC_SPA_MURC_20150227_20210607_-1.757_37.58458;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,664780000000000;4;Sub_Agua
44;49;609744,867466000025161;4160081,536040000151843;30;-2,123300000000000;-1,757080000000000;37,581249999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609744,867466000025161;4160081,536040000151843;-2,123300000000000;-1,757000000000000;37,581249999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.757_37.58125;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;222;1,405030000000000;4;Sub_Agua
45;50;609824,282083000056446;4159619,840909999795258;30;-1,628500000000000;-1,756250000000000;37,577080000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609824,282083000056446;4159619,840909999795258;-1,628500000000000;-1,756000000000000;37,577080000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.756_37.57708;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,169300000000000;4;Sub_Agua
46;51;609866,933458999963477;4161933,031599999871105;30;-1,138500000000000;-1,755420000000000;37,597920000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609866,933458999963477;4161933,031599999871105;-1,138500000000000;-1,755000000000000;37,597920000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.755_37.59792;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,560560000000000;4;Sub_Agua
47;52;609869,389423000044189;4161747,743050000164658;30;-1,263800000000000;-1,755420000000000;37,596249999999998;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609869,389423000044189;4161747,743050000164658;-1,263800000000000;-1,755000000000000;37,596249999999998;S1_DESC_SPA_MURC_20150227_20210607_-1.755_37.59625;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,210910000000000;4;Sub_Agua
48;53;609885,314155000029132;4160546,142489999998361;30;-1,978900000000000;-1,755420000000000;37,585419999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609885,314155000029132;4160546,142489999998361;-1,978900000000000;-1,755000000000000;37,585419999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.755_37.58542;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;0,855770000000000;4;Sub_Agua
49;54;609886,549148999969475;4160452,943640000186861;30;-2,022000000000000;-1,755420000000000;37,584580000000003;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609886,549148999969475;4160452,943640000186861;-2,022000000000000;-1,755000000000000;37,584580000000003;S1_DESC_SPA_MURC_20150227_20210607_-1.755_37.58458;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;0,788490000000000;4;Sub_Agua
50;55;609887,769419000018388;4160360,854309999849647;30;-2,066500000000000;-1,755420000000000;37,583750000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609887,769419000018388;4160360,854309999849647;-2,066500000000000;-1,755000000000000;37,583750000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.755_37.58375;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,179870000000000;4;Sub_Agua
51;56;609896,340054000029340;4159714,010360000189394;30;-1,993500000000000;-1,755420000000000;37,577919999999999;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609896,340054000029340;4159714,010360000189394;-1,993500000000000;-1,755000000000000;37,577919999999999;S1_DESC_SPA_MURC_20150227_20210607_-1.755_37.57792;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,430800000000000;4;Sub_Agua
52;57;609900,014933999977075;4159436,633210000116378;30;-1,298500000000000;-1,755420000000000;37,575420000000001;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609900,014933999977075;4159436,633210000116378;-1,298500000000000;-1,755000000000000;37,575420000000001;S1_DESC_SPA_MURC_20150227_20210607_-1.755_37.57542;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,458610000000000;4;Sub_Agua
53;58;609902,469637000001967;4159251,345339999999851;30;-1,277500000000000;-1,755420000000000;37,573749999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609902,469637000001967;4159251,345339999999851;-1,277500000000000;-1,755000000000000;37,573749999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.755_37.57375;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;1,119720000000000;4;Sub_Agua
54;59;609904,924247000017203;4159066,057510000187904;30;-0,953400000000000;-1,755420000000000;37,572080000000000;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609904,924247000017203;4159066,057510000187904;-0,953400000000000;-1,755000000000000;37,572080000000000;S1_DESC_SPA_MURC_20150227_20210607_-1.755_37.57208;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,836750000000000;4;Sub_Agua
55;60;609908,598636999959126;4158788,680620000232011;30;-0,269800000000000;-1,755420000000000;37,569580000000002;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609908,598636999959126;4158788,680620000232011;-0,269800000000000;-1,755000000000000;37,569580000000002;S1_DESC_SPA_MURC_20150227_20210607_-1.755_37.56958;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;1; ; ;1;1;212;1,600630000000000;4;Sub_Agua
56;61;609943,546196999959648;4161748,726300000213087;30;-1,395800000000000;-1,754580000000000;37,596249999999998;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609943,546196999959648;4161748,726300000213087;-1,395800000000000;-1,755000000000000;37,596249999999998;S1_DESC_SPA_MURC_20150227_20210607_-1.755_37.59625;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;0,903280000000000;4;Sub_Agua
57;62;609954,582271000021137;4160916,592650000005960;30;-1,856400000000000;-1,754580000000000;37,588749999999997;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609954,582271000021137;4160916,592650000005960;-1,856400000000000;-1,755000000000000;37,588749999999997;S1_DESC_SPA_MURC_20150227_20210607_-1.755_37.58875;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;242;0,911050000000000;4;Sub_Agua
58;63;609964,395431000040844;4160176,549310000147671;30;-2,273300000000000;-1,754580000000000;37,582079999999998;S1;DESC;8; ;20150227;20210607;90;P-SBAS; ;0,700000000000000;609964,395431000040844;4160176,549310000147671;-2,273300000000000;-1,755000000000000;37,582079999999998;S1_DESC_SPA_MURC_20150227_20210607_-1.755_37.58208;Coluviales y aluviales indiferenciados;Unconsolidated Sediments;1; ; ;0; ; ;1;1;212;1,230830000000000;4;Sub_Agua
